                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                0.55468,                0.48592,                0.83565,                0.96993,                0.97001,                0.98568,                0.87705,                0.47499,                 0.3659,                0.80446,             0.00071951,             0.00071951,             0.00071951
                     15,                0.54712,                0.47438,                0.83388,                0.96677,                0.97459,                0.98572,                 0.8764,                 0.4632,                0.36138,                0.80353,             0.00071571,             0.00071571,             0.00071571
                     16,                0.54243,                0.46412,                0.83566,                0.96057,                0.97956,                0.98903,                 0.8872,                0.45879,                0.34173,                0.80308,              0.0007119,              0.0007119,              0.0007119
                     17,                0.52741,                0.44821,                0.83737,                 0.9694,                0.97932,                0.98953,                0.87955,                0.48217,                0.35292,                  0.805,              0.0007081,              0.0007081,              0.0007081
                     18,                0.53071,                0.44905,                0.83729,                0.95673,                0.98415,                0.98784,                0.88177,                0.47192,                0.36224,                0.80369,             0.00070429,             0.00070429,             0.00070429
                     19,                0.53521,                0.43684,                0.83174,                0.96877,                0.97588,                0.98893,                0.87793,                0.46769,                0.33869,                0.80421,             0.00070048,             0.00070048,             0.00070048
                     20,                0.53393,                0.43913,                0.83477,                0.97151,                0.98211,                 0.9886,                 0.8791,                0.46099,                0.33951,                 0.8032,             0.00069668,             0.00069668,             0.00069668
                     21,                0.52907,                0.42721,                0.83262,                0.96752,                 0.9822,                0.98918,                0.88633,                0.46153,                 0.3344,                0.80168,             0.00069287,             0.00069287,             0.00069287
                     22,                 0.5196,                0.41803,                0.83308,                0.97439,                0.98192,                 0.9897,                0.88978,                0.45296,                0.32736,                0.80187,             0.00068906,             0.00068906,             0.00068906
                     23,                0.52013,                 0.4113,                 0.8296,                0.97092,                0.98144,                0.99026,                0.88774,                0.45505,                0.31963,                0.80091,             0.00068526,             0.00068526,             0.00068526
                     24,                0.51449,                0.40518,                0.82888,                0.97326,                0.97907,                0.98968,                0.88546,                0.45884,                0.33047,                 0.8016,             0.00068145,             0.00068145,             0.00068145
                     25,                0.51295,                0.40155,                0.82984,                 0.9667,                0.97773,                0.98862,                0.88551,                0.46413,                0.33262,                0.80192,             0.00067764,             0.00067764,             0.00067764
                     26,                0.51771,                0.40575,                0.82872,                0.96502,                0.98462,                0.99032,                0.89097,                0.45307,                0.32044,                0.80077,             0.00067384,             0.00067384,             0.00067384
                     27,                0.51008,                0.40089,                0.82737,                0.96856,                0.98203,                0.98743,                0.87796,                0.45883,                 0.3289,                0.80073,             0.00067003,             0.00067003,             0.00067003
                     28,                0.51344,                0.39034,                0.82463,                0.97076,                0.98182,                0.99095,                0.88632,                 0.4608,                0.31357,                0.80037,             0.00066622,             0.00066622,             0.00066622
                     29,                0.50657,                0.38694,                0.82868,                0.97177,                0.97562,                0.98959,                0.87692,                0.48798,                0.33248,                0.80659,             0.00066242,             0.00066242,             0.00066242
                     30,                0.50554,                 0.3905,                0.82873,                0.97046,                0.97835,                0.98951,                 0.8929,                0.45216,                0.31832,                    0.8,             0.00065861,             0.00065861,             0.00065861
                     31,                0.50787,                0.38178,                 0.8236,                0.96526,                0.98371,                0.98622,                0.88986,                0.45143,                0.31693,                0.80147,              0.0006548,              0.0006548,              0.0006548
                     32,                0.52495,                 0.3954,                0.83207,                0.97056,                0.98657,                0.98961,                0.88001,                0.48032,                0.32149,                 0.8053,               0.000651,               0.000651,               0.000651
                     33,                0.51171,                0.38361,                 0.8275,                0.96815,                0.97967,                0.98985,                0.89256,                0.45189,                0.31142,                0.80002,             0.00064719,             0.00064719,             0.00064719
                     34,                0.50095,                0.37449,                 0.8283,                0.97189,                0.98399,                0.98964,                  0.889,                0.44628,                0.31939,                0.79876,             0.00064338,             0.00064338,             0.00064338
                     35,                0.49955,                0.37475,                0.82506,                0.97178,                0.98451,                0.98871,                0.89179,                0.45038,                0.30332,                0.79879,             0.00063958,             0.00063958,             0.00063958
                     36,                0.51005,                0.36863,                 0.8251,                0.97586,                0.98154,                0.99008,                0.89443,                0.44474,                0.30164,                0.80003,             0.00063577,             0.00063577,             0.00063577
                     37,                0.48977,                0.35828,                0.82487,                0.96699,                 0.9823,                0.98983,                0.89095,                0.45808,                0.30986,                0.80111,             0.00063196,             0.00063196,             0.00063196
                     38,                0.49783,                0.36802,                0.82551,                0.97201,                0.98581,                0.99045,                0.88947,                 0.4483,                0.31124,                 0.7993,             0.00062816,             0.00062816,             0.00062816
                     39,                0.49593,                0.36113,                0.82657,                0.97385,                0.98065,                0.98882,                0.89396,                0.44964,                0.29662,                0.80018,             0.00062435,             0.00062435,             0.00062435
                     40,                0.48874,                0.36401,                0.82541,                0.96889,                0.98363,                0.98966,                0.88486,                0.45634,                0.30294,                0.80075,             0.00062054,             0.00062054,             0.00062054
                     41,                0.49033,                0.36276,                0.82444,                0.97355,                0.98475,                0.99078,                0.89112,                0.45739,                0.30591,                0.79971,             0.00061674,             0.00061674,             0.00061674
                     42,                0.49231,                0.35769,                0.82162,                0.96983,                0.98205,                0.99074,                0.89647,                  0.444,                0.28973,                0.79852,             0.00061293,             0.00061293,             0.00061293
                     43,                0.48707,                0.35189,                0.82468,                0.97478,                0.98353,                0.98942,                0.89167,                0.45932,                0.29339,                0.80033,             0.00060912,             0.00060912,             0.00060912
                     44,                 0.4812,                0.34704,                0.81946,                0.97408,                0.98404,                0.99148,                0.89681,                0.44121,                0.28813,                0.79673,             0.00060532,             0.00060532,             0.00060532
                     45,                0.47977,                0.34901,                0.81982,                0.97325,                 0.9849,                0.98982,                0.89368,                 0.4444,                0.29293,                0.79735,             0.00060151,             0.00060151,             0.00060151
                     46,                0.48859,                0.35166,                 0.8236,                0.97376,                0.98732,                  0.991,                0.89552,                0.43789,                0.29636,                0.79545,             0.00059771,             0.00059771,             0.00059771
                     47,                0.48085,                0.34688,                0.81859,                0.96875,                0.97808,                0.98782,                0.88903,                0.44999,                0.29392,                0.79713,              0.0005939,              0.0005939,              0.0005939
                     48,                0.48662,                0.35105,                0.82077,                0.97174,                0.98483,                0.98813,                 0.8885,                0.45228,                  0.295,                 0.7972,             0.00059009,             0.00059009,             0.00059009
                     49,                0.46914,                0.33435,                0.81738,                0.97202,                0.98858,                0.98805,                0.88607,                0.45334,                0.29547,                0.79772,             0.00058629,             0.00058629,             0.00058629
                     50,                0.47615,                0.34403,                0.81874,                0.97561,                0.98505,                0.99041,                0.89221,                0.44643,                0.28508,                0.79611,             0.00058248,             0.00058248,             0.00058248
                     51,                0.47667,                0.33491,                0.81886,                0.97896,                0.98052,                0.99019,                0.89798,                0.42657,                0.27686,                0.79313,             0.00057867,             0.00057867,             0.00057867
                     52,                0.47587,                0.33072,                0.81537,                0.97109,                0.98141,                0.98957,                0.89901,                0.43837,                0.28777,                0.79469,             0.00057487,             0.00057487,             0.00057487
                     53,                0.47604,                0.33084,                0.81882,                 0.9768,                0.98561,                0.99066,                0.89586,                0.44811,                0.27959,                0.79655,             0.00057106,             0.00057106,             0.00057106
                     54,                0.47448,                0.33685,                0.82038,                0.97089,                0.98523,                0.98973,                0.90048,                0.42892,                0.26927,                0.79347,             0.00056725,             0.00056725,             0.00056725
                     55,                0.45888,                0.32053,                0.82059,                0.97751,                0.98571,                0.98993,                0.89966,                0.43768,                0.27086,                0.79384,             0.00056345,             0.00056345,             0.00056345
                     56,                0.47055,                0.32086,                0.81635,                0.97641,                0.98003,                0.98947,                0.89601,                0.44683,                0.27639,                0.79474,             0.00055964,             0.00055964,             0.00055964
                     57,                0.47438,                0.32772,                0.81786,                0.97373,                0.98459,                0.99009,                0.89573,                0.43884,                0.27766,                0.79375,             0.00055583,             0.00055583,             0.00055583
                     58,                0.46838,                0.32972,                0.81661,                0.97794,                0.98613,                0.98937,                0.89505,                0.44641,                 0.2768,                0.79511,             0.00055203,             0.00055203,             0.00055203
                     59,                 0.4709,                0.33103,                0.81581,                0.97768,                0.98055,                0.99075,                0.89903,                 0.4358,                0.27387,                0.79296,             0.00054822,             0.00054822,             0.00054822
                     60,                0.46782,                0.31989,                0.81819,                0.97227,                0.98463,                0.98987,                0.90109,                 0.4298,                0.26886,                0.79236,             0.00054441,             0.00054441,             0.00054441
                     61,                0.46069,                 0.3223,                0.81587,                0.97277,                0.98613,                 0.9884,                0.89584,                0.43852,                0.27428,                0.79335,             0.00054061,             0.00054061,             0.00054061
                     62,                0.46602,                0.31635,                0.81439,                0.96595,                  0.983,                0.98894,                0.90013,                0.43436,                0.27709,                0.79297,              0.0005368,              0.0005368,              0.0005368
                     63,                0.45922,                0.31552,                0.81467,                 0.9758,                0.98286,                0.98894,                0.89963,                0.43268,                0.27319,                  0.794,             0.00053299,             0.00053299,             0.00053299
                     64,                 0.4634,                0.31254,                0.81512,                0.97174,                0.98523,                0.98921,                0.89928,                0.43247,                0.26913,                0.79252,             0.00052919,             0.00052919,             0.00052919
                     65,                0.46273,                0.31955,                0.81679,                 0.9678,                0.98257,                0.98803,                0.89751,                0.43097,                 0.2749,                0.79278,             0.00052538,             0.00052538,             0.00052538
                     66,                0.46439,                0.31405,                0.81366,                0.97292,                0.98548,                0.98902,                0.89939,                0.43303,                0.26726,                 0.7932,             0.00052157,             0.00052157,             0.00052157
                     67,                 0.4569,                0.31061,                0.81634,                0.97223,                0.98656,                0.99054,                0.89718,                0.43604,                0.27367,                0.79334,             0.00051777,             0.00051777,             0.00051777
                     68,                0.46657,                0.31182,                0.81649,                0.97343,                0.98731,                0.99053,                0.89902,                0.43534,                0.26947,                0.79266,             0.00051396,             0.00051396,             0.00051396
                     69,                0.46315,                0.31394,                0.81848,                  0.974,                0.98722,                0.98974,                 0.9012,                0.43031,                0.26307,                0.79201,             0.00051015,             0.00051015,             0.00051015
                     70,                0.45808,                0.30927,                0.81349,                0.97235,                0.98548,                0.98954,                0.89586,                0.43599,                0.26823,                0.79322,             0.00050635,             0.00050635,             0.00050635
                     71,                0.45459,                0.31464,                0.81547,                0.96777,                0.98465,                0.98876,                0.89581,                0.43524,                 0.2799,                0.79304,             0.00050254,             0.00050254,             0.00050254
                     72,                0.45782,                0.30704,                0.81997,                0.97151,                0.98625,                0.98888,                0.90512,                0.42662,                0.26978,                0.79128,             0.00049873,             0.00049873,             0.00049873
                     73,                0.45894,                0.31389,                0.81753,                0.97551,                0.98435,                 0.9897,                0.90339,                0.42678,                0.26492,                0.79208,             0.00049493,             0.00049493,             0.00049493
                     74,                0.45101,                0.30295,                0.81706,                 0.9769,                0.98547,                0.99107,                0.90188,                0.43828,                0.26563,                0.79349,             0.00049112,             0.00049112,             0.00049112
                     75,                0.44982,                0.29849,                0.81354,                0.97298,                0.98682,                0.99104,                0.89847,                 0.4309,                0.26071,                0.79256,             0.00048732,             0.00048732,             0.00048732
                     76,                0.45203,                0.30557,                0.81552,                0.97699,                0.98533,                0.99052,                0.90238,                0.42523,                0.26122,                0.79197,             0.00048351,             0.00048351,             0.00048351
                     77,                0.45307,                0.30106,                 0.8147,                0.98405,                0.97717,                0.99144,                0.90542,                0.42472,                   0.26,                0.79131,              0.0004797,              0.0004797,              0.0004797
                     78,                 0.4491,                0.30465,                0.81279,                 0.9761,                0.98317,                0.98968,                0.90107,                0.42814,                0.26522,                0.79136,              0.0004759,              0.0004759,              0.0004759
                     79,                0.44403,                0.30129,                0.81396,                0.97895,                0.98234,                 0.9916,                0.89787,                0.43691,                0.26335,                0.79363,             0.00047209,             0.00047209,             0.00047209
                     80,                0.44591,                 0.2988,                0.80774,                0.97819,                0.97844,                0.99061,                0.90024,                0.43078,                0.26457,                0.79243,             0.00046828,             0.00046828,             0.00046828
                     81,                0.44885,                0.29819,                0.81378,                0.97606,                0.98382,                0.99051,                0.90483,                0.42781,                0.25934,                0.79185,             0.00046448,             0.00046448,             0.00046448
                     82,                0.44836,                0.29731,                0.81097,                0.97807,                0.98326,                0.98999,                  0.905,                0.43644,                0.26157,                0.79277,             0.00046067,             0.00046067,             0.00046067
                     83,                0.44402,                0.29944,                 0.8154,                0.98195,                0.97872,                0.98894,                0.90339,                 0.4233,                0.26169,                0.79025,             0.00045686,             0.00045686,             0.00045686
                     84,                0.44922,                0.29383,                0.81348,                0.97337,                0.98629,                0.98969,                0.90214,                0.42999,                0.25864,                0.79168,             0.00045306,             0.00045306,             0.00045306
                     85,                0.44494,                 0.3023,                0.81355,                0.97577,                0.98616,                0.98998,                0.90073,                0.43207,                0.26184,                0.79282,             0.00044925,             0.00044925,             0.00044925
                     86,                0.45233,                0.29482,                0.81514,                0.97775,                0.98146,                0.98958,                0.89907,                0.43624,                0.26274,                0.79391,             0.00044544,             0.00044544,             0.00044544
                     87,                 0.4439,                0.28897,                0.81462,                0.97702,                0.98271,                0.98857,                0.90214,                0.42391,                0.25659,                 0.7913,             0.00044164,             0.00044164,             0.00044164
                     88,                0.43638,                0.28997,                0.81178,                0.97941,                0.98487,                0.98996,                0.90274,                 0.4219,                0.25368,                0.79134,             0.00043783,             0.00043783,             0.00043783
                     89,                0.43989,                0.28565,                0.80808,                0.97846,                0.98374,                0.98989,                0.90264,                0.43156,                0.25145,                 0.7927,             0.00043402,             0.00043402,             0.00043402
                     90,                0.42805,                0.28441,                0.80876,                0.97753,                0.98417,                0.98965,                0.90554,                0.42333,                0.25401,                0.79157,             0.00043022,             0.00043022,             0.00043022
                     91,                0.43644,                0.29084,                0.81637,                0.97676,                0.98415,                0.98748,                0.89936,                0.42996,                0.25898,                0.79213,             0.00042641,             0.00042641,             0.00042641
                     92,                0.43783,                0.29255,                0.81149,                0.97619,                0.98012,                0.98717,                0.89944,                0.42822,                0.25679,                0.79327,              0.0004226,              0.0004226,              0.0004226
                     93,                0.44501,                0.29069,                0.81336,                0.97494,                0.98413,                0.98936,                0.90279,                0.41918,                0.25337,                0.79042,              0.0004188,              0.0004188,              0.0004188
                     94,                 0.4328,                0.29022,                0.80977,                0.98252,                0.98098,                0.99059,                0.90421,                0.42438,                0.25579,                0.79167,             0.00041499,             0.00041499,             0.00041499
                     95,                0.42628,                0.28343,                0.81247,                0.97422,                0.98496,                0.98816,                0.90151,                0.42787,                0.25441,                0.79269,             0.00041118,             0.00041118,             0.00041118
                     96,                  0.435,                0.28683,                0.81076,                 0.9781,                0.98101,                0.98947,                0.90514,                0.42301,                0.25136,                0.79117,             0.00040738,             0.00040738,             0.00040738
                     97,                0.43968,                 0.2849,                0.81308,                0.98104,                0.98166,                0.98839,                0.90389,                0.42178,                0.25467,                0.79129,             0.00040357,             0.00040357,             0.00040357
                     98,                0.43039,                0.28328,                0.81063,                0.97589,                0.98584,                0.98682,                0.90257,                0.42663,                0.25451,                0.79151,             0.00039976,             0.00039976,             0.00039976
                     99,                0.43011,                0.27946,                0.80969,                0.97791,                 0.9783,                 0.9897,                0.90154,                0.43231,                0.25629,                0.79226,             0.00039596,             0.00039596,             0.00039596
                    100,                0.42386,                0.27833,                0.80853,                0.97313,                0.98675,                0.98925,                0.90463,                 0.4254,                0.25336,                0.79175,             0.00039215,             0.00039215,             0.00039215
                    101,                 0.4264,                0.27635,                0.81048,                0.97667,                 0.9813,                0.98673,                0.90147,                0.42558,                 0.2557,                0.79106,             0.00038835,             0.00038835,             0.00038835
                    102,                0.43708,                0.28132,                0.81054,                 0.9716,                0.98498,                0.98943,                0.89966,                0.43066,                0.25683,                0.79294,             0.00038454,             0.00038454,             0.00038454
                    103,                0.43009,                0.27834,                0.80751,                0.97338,                0.98662,                0.98839,                0.89926,                0.43059,                 0.2544,                0.79191,             0.00038073,             0.00038073,             0.00038073
                    104,                0.41943,                 0.2754,                0.80884,                0.97542,                0.98031,                0.98813,                0.90227,                0.42379,                0.25354,                0.79103,             0.00037693,             0.00037693,             0.00037693
                    105,                0.43115,                0.27692,                0.81203,                0.97539,                0.98387,                0.98963,                0.90579,                0.42861,                0.25054,                0.79136,             0.00037312,             0.00037312,             0.00037312
                    106,                0.42732,                0.28003,                0.80937,                0.97656,                  0.985,                0.99049,                0.90593,                0.42348,                0.25592,                0.79076,             0.00036931,             0.00036931,             0.00036931
                    107,                0.42237,                0.27752,                0.80849,                0.96501,                0.98815,                0.98816,                0.90509,                0.42403,                0.25342,                0.79092,             0.00036551,             0.00036551,             0.00036551
                    108,                0.42519,                0.27387,                0.80845,                0.97918,                0.98244,                0.99008,                 0.9067,                0.42418,                 0.2453,                0.79143,              0.0003617,              0.0003617,              0.0003617
                    109,                0.42663,                0.27319,                0.80907,                0.97999,                 0.9819,                0.98993,                 0.9088,                0.42529,                0.24839,                0.79103,             0.00035789,             0.00035789,             0.00035789
                    110,                0.42135,                0.27639,                0.80745,                0.97701,                0.98188,                0.98908,                0.90522,                0.42625,                  0.252,                0.79164,             0.00035409,             0.00035409,             0.00035409
                    111,                0.42102,                0.27174,                0.80951,                0.97578,                0.98559,                0.98918,                0.90018,                 0.4237,                0.25103,                0.79151,             0.00035028,             0.00035028,             0.00035028
                    112,                0.41334,                0.26793,                0.81072,                0.97834,                0.98085,                0.99022,                0.90523,                0.42271,                0.24557,                0.79123,             0.00034647,             0.00034647,             0.00034647
                    113,                0.42405,                0.27226,                0.81065,                  0.978,                0.98397,                0.99053,                0.90678,                0.41938,                0.24815,                0.79092,             0.00034267,             0.00034267,             0.00034267
                    114,                0.41749,                 0.2675,                0.80684,                0.97118,                0.98612,                0.98691,                0.90576,                0.42064,                0.25144,                0.79042,             0.00033886,             0.00033886,             0.00033886
                    115,                0.42133,                0.26989,                 0.8098,                0.97872,                0.98188,                0.98904,                0.90882,                0.42583,                0.25036,                 0.7914,             0.00033505,             0.00033505,             0.00033505
                    116,                0.41918,                0.27345,                 0.8084,                0.97143,                0.98323,                0.98736,                0.90533,                0.42431,                0.25179,                0.79119,             0.00033125,             0.00033125,             0.00033125
                    117,                0.41426,                0.26154,                0.80543,                0.97855,                0.98161,                0.98817,                0.90599,                0.42157,                0.25029,                0.79084,             0.00032744,             0.00032744,             0.00032744
                    118,                0.42123,                0.26927,                0.80476,                0.98028,                0.98286,                 0.9893,                0.90641,                0.42214,                0.24742,                0.79052,             0.00032363,             0.00032363,             0.00032363
                    119,                0.42098,                0.26943,                0.80825,                0.97475,                0.98611,                0.98845,                 0.9055,                0.42096,                0.24771,                0.79074,             0.00031983,             0.00031983,             0.00031983
                    120,                0.41766,                0.26689,                0.80737,                0.97056,                0.98421,                0.98795,                0.90756,                0.41675,                0.24935,                0.79034,             0.00031602,             0.00031602,             0.00031602
                    121,                0.41061,                0.25927,                0.80678,                 0.9741,                0.98377,                0.98847,                0.90194,                0.43125,                0.25038,                0.79199,             0.00031221,             0.00031221,             0.00031221
                    122,                0.41402,                0.26417,                0.80661,                0.97357,                0.97781,                0.98919,                 0.9071,                0.42426,                0.24953,                0.79124,             0.00030841,             0.00030841,             0.00030841
                    123,                0.40771,                0.25979,                0.80267,                0.97763,                0.97704,                0.98831,                0.90664,                0.42542,                0.24868,                0.79057,              0.0003046,              0.0003046,              0.0003046
                    124,                0.40543,                0.25832,                0.80446,                0.97102,                0.98314,                0.98816,                0.90922,                0.41971,                 0.2461,                0.78964,             0.00030079,             0.00030079,             0.00030079
                    125,                0.40323,                0.25501,                0.80672,                0.97353,                0.98298,                0.98642,                0.90597,                0.42031,                0.24845,                 0.7901,             0.00029699,             0.00029699,             0.00029699
                    126,                0.40836,                0.26081,                0.80557,                0.97429,                0.98157,                0.98928,                0.90505,                0.42591,                0.24916,                0.79083,             0.00029318,             0.00029318,             0.00029318
                    127,                0.40867,                0.26428,                 0.8048,                 0.9709,                0.98388,                0.98949,                0.90567,                0.42456,                 0.2491,                0.79167,             0.00028937,             0.00028937,             0.00028937
                    128,                0.40984,                 0.2629,                0.80799,                0.96827,                0.98625,                 0.9877,                 0.9018,                0.43135,                0.24842,                0.79293,             0.00028557,             0.00028557,             0.00028557
                    129,                0.40702,                0.25927,                 0.8051,                0.96296,                0.98304,                0.98604,                0.90307,                0.42517,                0.25265,                0.79122,             0.00028176,             0.00028176,             0.00028176
                    130,                 0.4119,                0.26048,                0.80345,                0.97609,                0.98276,                0.98793,                0.90787,                0.42244,                 0.2464,                0.79067,             0.00027796,             0.00027796,             0.00027796
                    131,                0.40182,                0.25625,                0.80612,                0.96732,                0.98552,                0.98586,                0.90109,                0.43089,                0.25294,                0.79247,             0.00027415,             0.00027415,             0.00027415
                    132,                0.40522,                0.25497,                0.80582,                0.97308,                0.98454,                0.98858,                0.90466,                0.43063,                0.25138,                0.79223,             0.00027034,             0.00027034,             0.00027034
                    133,                0.40569,                0.25679,                0.80452,                 0.9773,                0.98015,                0.98782,                0.90476,                0.43072,                0.24746,                0.79316,             0.00026654,             0.00026654,             0.00026654
                    134,                0.39938,                0.25274,                0.80455,                0.97421,                0.97627,                 0.9867,                0.90555,                0.43073,                0.25201,                0.79201,             0.00026273,             0.00026273,             0.00026273
                    135,                0.39675,                0.25174,                0.80476,                0.97717,                0.97839,                0.98575,                0.90416,                0.42519,                0.24831,                0.79144,             0.00025892,             0.00025892,             0.00025892
                    136,                0.39793,                0.25353,                0.80757,                0.97088,                0.98538,                0.98668,                 0.9041,                0.42429,                0.24687,                 0.7909,             0.00025512,             0.00025512,             0.00025512
                    137,                0.40518,                0.25618,                0.80454,                0.97484,                0.98501,                0.98782,                0.90581,                 0.4255,                0.24643,                0.79052,             0.00025131,             0.00025131,             0.00025131
                    138,                0.40536,                0.25466,                0.80238,                0.97776,                0.97818,                0.98652,                0.90538,                0.42118,                0.24557,                0.79045,              0.0002475,              0.0002475,              0.0002475
                    139,                0.39778,                0.24804,                0.80184,                0.97293,                0.98481,                0.98649,                0.90453,                0.41988,                0.24675,                0.79008,              0.0002437,              0.0002437,              0.0002437
                    140,                0.39503,                0.24877,                0.80686,                0.97168,                0.98349,                0.98568,                0.90256,                0.42576,                0.25055,                0.79129,             0.00023989,             0.00023989,             0.00023989
                    141,                0.40246,                0.25606,                0.80211,                0.97146,                 0.9863,                0.98741,                0.90277,                0.42707,                0.24655,                0.79109,             0.00023608,             0.00023608,             0.00023608
                    142,                0.40212,                  0.251,                0.80466,                0.96604,                0.98923,                0.98513,                0.90494,                0.42575,                 0.2482,                0.79103,             0.00023228,             0.00023228,             0.00023228
                    143,                0.39365,                0.24581,                0.80461,                0.97064,                0.98351,                0.98753,                0.90648,                0.41962,                0.24326,                0.79063,             0.00022847,             0.00022847,             0.00022847
                    144,                 0.3963,                0.25054,                0.80303,                0.97225,                0.98283,                0.98665,                0.90446,                0.42433,                0.24992,                 0.7908,             0.00022466,             0.00022466,             0.00022466
                    145,                0.39698,                0.24713,                0.80394,                0.97488,                0.98217,                0.98878,                0.90758,                0.42712,                0.24474,                0.79194,             0.00022086,             0.00022086,             0.00022086
                    146,                0.39336,                  0.245,                0.80508,                 0.9744,                0.98129,                0.98831,                0.90704,                0.41926,                0.24182,                0.79086,             0.00021705,             0.00021705,             0.00021705
                    147,                0.39091,                0.24314,                0.80058,                0.97578,                0.98139,                0.98693,                0.90661,                0.42333,                0.24577,                 0.7915,             0.00021324,             0.00021324,             0.00021324
                    148,                0.38879,                0.24873,                0.80636,                0.97478,                0.98138,                0.98645,                0.90642,                 0.4191,                0.24227,                0.79085,             0.00020944,             0.00020944,             0.00020944
                    149,                0.38867,                0.24586,                0.80335,                0.97232,                0.98283,                 0.9845,                0.90374,                0.42461,                0.24573,                0.79124,             0.00020563,             0.00020563,             0.00020563
                    150,                0.38976,                0.24444,                0.80399,                0.97373,                0.98418,                 0.9869,                0.90507,                0.42081,                0.24297,                0.79091,             0.00020182,             0.00020182,             0.00020182
                    151,                0.38702,                0.24613,                0.80343,                0.97451,                0.98728,                0.98812,                0.90694,                0.42171,                0.24144,                0.79121,             0.00019802,             0.00019802,             0.00019802
                    152,                0.39007,                0.24308,                0.80649,                0.97163,                 0.9853,                0.98481,                0.90607,                0.41944,                0.24746,                0.79083,             0.00019421,             0.00019421,             0.00019421
                    153,                0.38791,                0.24141,                0.80324,                 0.9736,                 0.9819,                 0.9869,                0.90618,                0.42771,                0.24526,                0.79194,              0.0001904,              0.0001904,              0.0001904
                    154,                0.38344,                0.24309,                0.80105,                0.97111,                0.98515,                0.98545,                0.90537,                0.42005,                0.24282,                0.79058,              0.0001866,              0.0001866,              0.0001866
                    155,                 0.3869,                0.23866,                 0.8051,                 0.9725,                0.98459,                0.98721,                0.90434,                0.42248,                0.24234,                0.79036,             0.00018279,             0.00018279,             0.00018279
                    156,                0.38798,                0.24054,                0.80527,                0.97287,                0.98213,                0.98761,                0.90833,                0.41952,                0.24177,                 0.7909,             0.00017898,             0.00017898,             0.00017898
                    157,                0.38962,                 0.2437,                 0.8037,                0.97179,                0.98045,                0.98743,                0.90481,                0.42451,                0.24471,                0.79181,             0.00017518,             0.00017518,             0.00017518
                    158,                0.39129,                0.24238,                0.80454,                0.97295,                0.98217,                0.98765,                0.90797,                0.42341,                0.24435,                0.79131,             0.00017137,             0.00017137,             0.00017137
