                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     64,                0.26261,                0.25176,                0.80029,                0.98174,                 0.9963,                 0.9939,                0.97952,                0.23212,                0.19687,                0.76038,             0.00053773,             0.00053773,             0.00053773
                     65,                0.27641,                0.24558,                0.79823,                0.98174,                0.99868,                0.99259,                0.97574,                0.23466,                 0.1881,                0.76003,             0.00052359,             0.00052359,             0.00052359
                     66,                 0.2597,                0.22861,                0.79682,                0.97907,                      1,                0.98919,                0.97578,                0.22678,                0.18487,                0.75909,             0.00050944,             0.00050944,             0.00050944
                     67,                 0.2497,                0.23692,                0.80026,                0.98592,                      1,                 0.9896,                0.97668,                0.22815,                0.17606,                0.75938,             0.00049529,             0.00049529,             0.00049529
                     68,                0.25904,                0.22618,                0.80033,                0.98513,                0.99909,                 0.9925,                0.98014,                0.23314,                  0.184,                0.75911,             0.00048114,             0.00048114,             0.00048114
                     69,                0.25321,                0.23584,                0.80032,                0.97008,                0.99681,                 0.9868,                0.97474,                0.22449,                0.19667,                0.75838,               0.000467,               0.000467,               0.000467
                     70,                0.25079,                0.22021,                 0.7989,                0.98227,                      1,                0.98834,                0.97358,                0.22835,                0.18129,                0.75827,             0.00045285,             0.00045285,             0.00045285
                     71,                0.25073,                0.22235,                0.80546,                 0.9867,                0.99898,                0.98924,                0.97653,                0.22589,                0.17961,                0.75842,              0.0004387,              0.0004387,              0.0004387
                     72,                 0.2499,                0.21934,                0.79931,                0.97866,                0.99721,                0.98735,                0.97839,                0.22375,                0.18066,                0.75867,             0.00042456,             0.00042456,             0.00042456
                     73,                0.25607,                0.22573,                0.80108,                0.98639,                0.99619,                0.99032,                0.98077,                0.22379,                0.17082,                0.75892,             0.00041041,             0.00041041,             0.00041041
                     74,                0.25252,                0.22178,                0.80208,                0.98171,                0.99971,                0.98623,                0.97831,                0.22702,                0.18322,                0.75886,             0.00039626,             0.00039626,             0.00039626
                     75,                0.25604,                0.21895,                0.80481,                0.98587,                0.99648,                0.98902,                0.97831,                0.22413,                0.17301,                0.75994,             0.00038211,             0.00038211,             0.00038211
                     76,                0.24221,                0.21888,                0.80195,                0.98661,                      1,                 0.9917,                0.97822,                0.22861,                0.16876,                0.75979,             0.00036797,             0.00036797,             0.00036797
                     77,                0.24748,                 0.2102,                 0.7909,                0.98609,                0.99658,                0.99302,                0.98373,                0.22318,                0.17333,                0.75967,             0.00035382,             0.00035382,             0.00035382
                     78,                0.24626,                0.21614,                0.80223,                 0.9853,                0.99686,                0.98853,                0.97751,                0.22248,                0.17056,                 0.7596,             0.00033967,             0.00033967,             0.00033967
                     79,                 0.2399,                0.21277,                0.80406,                0.98518,                      1,                0.99231,                0.98239,                0.21932,                0.16716,                0.75871,             0.00032553,             0.00032553,             0.00032553
                     80,                0.24978,                0.21594,                0.79968,                0.98374,                0.99643,                0.99396,                0.98331,                 0.2188,                0.17596,                0.75916,             0.00031138,             0.00031138,             0.00031138
                     81,                0.23365,                0.20823,                0.79981,                0.98447,                      1,                0.98999,                0.98161,                 0.2213,                0.17105,                0.75862,             0.00029723,             0.00029723,             0.00029723
                     82,                0.23571,                0.19694,                0.79914,                0.98624,                      1,                0.99226,                0.98439,                0.21819,                 0.1636,                0.75887,             0.00028308,             0.00028308,             0.00028308
                     83,                0.24236,                0.20582,                0.79614,                0.98263,                0.99967,                0.99242,                0.97671,                0.22348,                0.16904,                0.75907,             0.00026894,             0.00026894,             0.00026894
                     84,                0.23948,                0.19988,                0.79481,                0.98036,                      1,                0.99163,                0.97978,                0.21927,                0.16317,                0.75875,             0.00025479,             0.00025479,             0.00025479
                     85,                 0.2366,                0.20532,                0.79831,                0.98472,                0.99944,                0.98937,                0.97893,                0.21535,                0.16104,                0.75945,             0.00024064,             0.00024064,             0.00024064
                     86,                0.23761,                0.19544,                0.80408,                0.98651,                0.99829,                0.99153,                0.98045,                0.22215,                0.16859,                0.75944,              0.0002265,              0.0002265,              0.0002265
                     87,                0.24222,                0.21025,                0.79149,                0.98542,                      1,                0.99133,                0.97947,                0.22379,                0.16567,                0.75909,             0.00021235,             0.00021235,             0.00021235
                     88,                0.23675,                 0.2025,                0.80237,                0.98042,                0.99583,                0.98998,                0.98086,                0.21633,                0.16992,                0.75879,              0.0001982,              0.0001982,              0.0001982
                     89,                0.23154,                0.19635,                0.79631,                0.98643,                0.99725,                0.99089,                0.98269,                0.21946,                0.16486,                0.75902,             0.00018406,             0.00018406,             0.00018406
                     90,                0.22067,                0.19198,                0.77683,                 0.9858,                0.99943,                0.99146,                0.98289,                0.22246,                0.16917,                0.75896,             0.00016991,             0.00016991,             0.00016991
                     91,                0.21778,                0.18621,                0.77762,                0.98559,                0.99745,                0.98814,                0.97957,                0.21727,                0.17058,                0.75868,             0.00015576,             0.00015576,             0.00015576
                     92,                0.21451,                0.17195,                0.77103,                0.98572,                0.99943,                0.98847,                0.97738,                0.21747,                0.16334,                0.75864,             0.00014161,             0.00014161,             0.00014161
                     93,                0.20821,                0.17552,                0.78137,                0.98581,                0.99946,                0.98818,                0.97966,                0.21633,                0.16438,                0.75878,             0.00012747,             0.00012747,             0.00012747
                     94,                0.21158,                0.17665,                0.77396,                0.98463,                0.99869,                0.98831,                0.97616,                0.21868,                0.16574,                0.75867,             0.00011332,             0.00011332,             0.00011332
                     95,                0.20416,                0.16581,                0.78073,                0.97897,                0.99881,                0.98889,                0.97654,                0.21879,                0.16162,                0.75866,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     96,                0.20879,                0.16782,                0.76261,                0.98616,                      1,                 0.9896,                0.97652,                0.21928,                 0.1536,                 0.7588,             8.5026e-05,             8.5026e-05,             8.5026e-05
                     97,                 0.2038,                0.16037,                0.76891,                0.98272,                      1,                0.99073,                 0.9785,                0.21586,                0.15704,                0.75907,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     98,                0.20437,                0.16489,                0.77472,                0.98254,                      1,                 0.9901,                0.97711,                0.21396,                0.15555,                0.75849,             5.6731e-05,             5.6731e-05,             5.6731e-05
                     99,                0.20375,                0.16086,                0.77009,                0.98633,                      1,                0.98975,                0.97697,                 0.2147,                0.15283,                0.75844,             4.2584e-05,             4.2584e-05,             4.2584e-05
