                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     16,                0.31032,                0.47738,                0.80792,                0.97598,                0.99311,                0.98546,                0.96726,                0.25512,                0.34882,                0.76916,              0.0006548,              0.0006548,              0.0006548
                     17,                0.31367,                0.46629,                0.81432,                0.96991,                0.98944,                0.99023,                0.96486,                0.25501,                 0.3863,                0.76685,             0.00064719,             0.00064719,             0.00064719
                     18,                0.30381,                0.45236,                0.80412,                0.97941,                0.99091,                0.98665,                0.96847,                0.25894,                0.32048,                0.76793,             0.00063958,             0.00063958,             0.00063958
                     19,                0.28981,                0.43047,                 0.8038,                0.97788,                0.99034,                0.98419,                0.96296,                 0.2546,                0.31802,                0.76693,             0.00063196,             0.00063196,             0.00063196
                     20,                0.29251,                0.40958,                0.80466,                0.98138,                0.99977,                0.98819,                0.97511,                0.23896,                0.31128,                0.76349,             0.00062435,             0.00062435,             0.00062435
                     21,                0.29374,                0.41066,                 0.8024,                0.97072,                      1,                0.98772,                0.96047,                0.27013,                0.31268,                0.76908,             0.00061674,             0.00061674,             0.00061674
                     22,                0.29256,                0.40293,                  0.804,                0.98165,                      1,                0.98678,                0.96694,                0.25147,                0.28298,                0.76592,             0.00060912,             0.00060912,             0.00060912
                     23,                0.28687,                0.38719,                0.81124,                0.98091,                0.99685,                0.99035,                0.97966,                0.23855,                0.27145,                0.76366,             0.00060151,             0.00060151,             0.00060151
                     24,                0.28903,                0.39643,                0.81528,                0.98189,                0.99403,                0.98938,                0.97558,                0.23167,                0.26847,                0.76415,              0.0005939,              0.0005939,              0.0005939
                     25,                0.28794,                0.38226,                0.80443,                0.97931,                0.99941,                0.99169,                0.97422,                0.23742,                0.28489,                0.76371,             0.00058629,             0.00058629,             0.00058629
                     26,                 0.2827,                0.39916,                0.80874,                0.98156,                0.99576,                0.99139,                0.97961,                0.23346,                0.26817,                0.76395,             0.00057867,             0.00057867,             0.00057867
                     27,                0.28624,                0.38574,                0.80639,                0.98295,                      1,                0.98963,                0.97484,                0.23213,                 0.2582,                0.76387,             0.00057106,             0.00057106,             0.00057106
                     28,                0.27406,                0.36848,                0.80628,                0.97752,                0.99099,                0.98704,                0.96947,                0.23706,                0.26847,                0.76374,             0.00056345,             0.00056345,             0.00056345
                     29,                0.28905,                0.35274,                0.80608,                0.98628,                0.99572,                0.98686,                0.97073,                0.23565,                 0.2406,                0.76367,             0.00055583,             0.00055583,             0.00055583
                     30,                0.28679,                0.35149,                0.80901,                0.98552,                      1,                0.98607,                0.96906,                0.24966,                0.27266,                0.76582,             0.00054822,             0.00054822,             0.00054822
                     31,                0.27194,                0.34302,                0.80899,                0.98592,                0.99858,                0.98738,                0.97003,                 0.2447,                0.24637,                0.76508,             0.00054061,             0.00054061,             0.00054061
                     32,                 0.2657,                0.35283,                0.80472,                0.98604,                0.99936,                0.98831,                0.97016,                0.24117,                0.24186,                0.76353,             0.00053299,             0.00053299,             0.00053299
                     33,                0.27367,                0.33696,                 0.8065,                0.98097,                0.99953,                0.98569,                0.96938,                0.24156,                0.24752,                0.76379,             0.00052538,             0.00052538,             0.00052538
                     34,                0.26947,                0.33672,                0.80494,                0.97746,                      1,                 0.9901,                0.97027,                0.24559,                0.24587,                0.76363,             0.00051777,             0.00051777,             0.00051777
                     35,                0.28235,                0.34844,                0.81279,                0.98146,                0.99927,                0.98823,                0.97502,                0.23347,                0.23773,                0.76288,             0.00051015,             0.00051015,             0.00051015
                     36,                0.27828,                0.33807,                0.80701,                0.98405,                0.99951,                0.98417,                0.97313,                0.23152,                0.23268,                0.76251,             0.00050254,             0.00050254,             0.00050254
                     37,                0.26965,                0.32267,                0.80236,                0.98014,                0.99599,                0.98931,                0.97384,                0.22669,                0.22399,                0.76294,             0.00049493,             0.00049493,             0.00049493
                     38,                0.26949,                0.31328,                0.80663,                0.98277,                      1,                 0.9854,                0.97458,                0.22475,                0.21778,                0.76161,             0.00048732,             0.00048732,             0.00048732
                     39,                0.26296,                 0.3078,                 0.8023,                0.98556,                      1,                 0.9863,                0.97194,                0.23497,                 0.2221,                0.76284,              0.0004797,              0.0004797,              0.0004797
                     40,                0.26309,                0.31321,                0.80046,                0.98573,                0.99933,                0.98814,                0.97952,                 0.2209,                0.22845,                0.76161,             0.00047209,             0.00047209,             0.00047209
                     41,                0.26244,                0.30313,                0.79901,                0.98317,                      1,                0.98581,                0.97281,                0.23477,                0.22276,                0.76253,             0.00046448,             0.00046448,             0.00046448
                     42,                 0.2601,                0.29833,                0.79808,                0.98033,                0.99305,                0.98658,                 0.9723,                0.23015,                0.23554,                0.76236,             0.00045686,             0.00045686,             0.00045686
                     43,                0.26305,                0.30475,                0.80402,                0.98646,                0.99102,                0.98959,                0.97602,                0.23002,                0.22791,                0.76301,             0.00044925,             0.00044925,             0.00044925
                     44,                0.25702,                 0.3007,                0.80466,                0.98285,                0.99495,                0.98586,                0.97316,                0.22484,                0.21764,                0.76073,             0.00044164,             0.00044164,             0.00044164
                     45,                0.26346,                0.28579,                0.80141,                0.97978,                0.99485,                0.98478,                 0.9726,                0.22162,                0.21288,                0.76101,             0.00043402,             0.00043402,             0.00043402
                     46,                0.25794,                 0.2905,                0.79989,                0.98535,                0.99388,                0.99043,                0.97832,                 0.2294,                 0.2117,                0.76136,             0.00042641,             0.00042641,             0.00042641
                     47,                0.25296,                0.29091,                0.79692,                 0.9862,                      1,                0.98634,                0.97309,                0.22688,                0.20478,                0.76151,              0.0004188,              0.0004188,              0.0004188
                     48,                0.25788,                0.29174,                0.80299,                0.96848,                0.99945,                 0.9861,                0.97331,                0.22133,                0.23443,                 0.7616,             0.00041118,             0.00041118,             0.00041118
                     49,                0.25709,                0.28136,                 0.8001,                0.98424,                      1,                0.98706,                0.97479,                0.22723,                0.20918,                0.76045,             0.00040357,             0.00040357,             0.00040357
                     50,                 0.2582,                0.27835,                0.80245,                0.98589,                0.99976,                0.98847,                0.97783,                0.22744,                0.21115,                0.76184,             0.00039596,             0.00039596,             0.00039596
                     51,                0.25889,                0.27491,                0.79674,                0.98592,                0.99484,                0.98894,                0.97668,                0.22126,                0.19955,                0.76105,             0.00038835,             0.00038835,             0.00038835
                     52,                0.25127,                0.26711,                0.80036,                0.97831,                0.99744,                0.98815,                0.97608,                0.23304,                 0.2193,                0.76188,             0.00038073,             0.00038073,             0.00038073
                     53,                0.25084,                0.27347,                0.80148,                0.98009,                0.98976,                 0.9891,                0.97683,                0.22975,                0.20826,                0.76189,             0.00037312,             0.00037312,             0.00037312
                     54,                0.25308,                0.27375,                0.80293,                0.98556,                0.99573,                0.99116,                0.98109,                0.22258,                0.19644,                0.76046,             0.00036551,             0.00036551,             0.00036551
                     55,                0.25212,                0.26275,                0.79333,                0.98256,                      1,                0.99156,                0.97778,                0.22641,                0.20421,                  0.761,             0.00035789,             0.00035789,             0.00035789
                     56,                 0.2482,                0.26073,                0.80404,                0.98212,                0.99618,                0.99167,                0.97691,                0.22369,                0.19766,                0.76089,             0.00035028,             0.00035028,             0.00035028
                     57,                0.26005,                0.27404,                0.80015,                0.98469,                 0.9953,                0.98907,                0.97312,                0.22595,                0.20426,                0.76049,             0.00034267,             0.00034267,             0.00034267
                     58,                0.24806,                0.25414,                0.80051,                0.98598,                0.99156,                0.99225,                0.97724,                0.21833,                0.19773,                0.76032,             0.00033505,             0.00033505,             0.00033505
                     59,                0.25496,                0.26003,                0.80146,                0.98043,                0.99293,                0.99296,                0.97878,                0.22206,                0.20871,                0.76109,             0.00032744,             0.00032744,             0.00032744
                     60,                 0.2477,                0.25627,                0.80037,                0.97754,                0.99747,                0.98777,                0.97126,                0.23908,                0.20698,                0.76179,             0.00031983,             0.00031983,             0.00031983
                     61,                0.25281,                0.24857,                0.80159,                0.98205,                  0.995,                0.98721,                0.97216,                0.23001,                0.20259,                0.76178,             0.00031221,             0.00031221,             0.00031221
                     62,                0.24602,                0.25052,                0.79792,                0.98588,                0.99573,                0.98761,                0.97485,                0.21835,                0.19061,                0.76055,              0.0003046,              0.0003046,              0.0003046
                     63,                0.24283,                0.24049,                0.80167,                0.98041,                0.99851,                0.98685,                0.97552,                0.21986,                0.19141,                0.76032,             0.00029699,             0.00029699,             0.00029699
                     64,                0.24387,                0.25475,                0.79644,                0.98475,                0.99533,                0.99187,                0.98028,                0.21732,                0.19171,                 0.7593,             0.00028937,             0.00028937,             0.00028937
                     65,                0.25058,                0.24247,                0.79194,                0.98475,                0.99583,                0.98812,                0.97339,                0.21973,                 0.1889,                0.76047,             0.00028176,             0.00028176,             0.00028176
                     66,                0.23842,                0.23293,                0.79444,                0.97634,                0.99941,                0.98984,                0.97758,                0.21915,                0.18306,                0.75966,             0.00027415,             0.00027415,             0.00027415
                     67,                0.23409,                0.24348,                0.79912,                0.98469,                0.99156,                0.98794,                0.97358,                0.21684,                0.18394,                0.75977,             0.00026654,             0.00026654,             0.00026654
                     68,                0.24269,                0.23513,                0.79611,                0.98465,                 0.9865,                0.99169,                0.97964,                0.22074,                0.19783,                0.75946,             0.00025892,             0.00025892,             0.00025892
                     69,                0.23596,                0.24424,                0.79608,                0.97539,                0.95481,                0.98525,                0.97511,                0.21597,                0.22302,                0.75846,             0.00025131,             0.00025131,             0.00025131
                     70,                0.24092,                0.23023,                0.79708,                0.98461,                0.99559,                0.98646,                0.97336,                0.22048,                0.19321,                0.75928,              0.0002437,              0.0002437,              0.0002437
                     71,                0.23723,                0.24256,                0.80079,                0.98388,                0.99952,                0.98766,                0.97688,                0.22141,                0.18022,                0.75985,             0.00023608,             0.00023608,             0.00023608
                     72,                0.23659,                0.22861,                0.79603,                0.98213,                0.98743,                0.98573,                0.97395,                0.21584,                 0.1927,                0.75992,             0.00022847,             0.00022847,             0.00022847
                     73,                0.24229,                0.23363,                0.79849,                0.98508,                0.98323,                 0.9855,                0.97235,                0.21408,                0.18453,                0.75978,             0.00022086,             0.00022086,             0.00022086
                     74,                0.23348,                0.23166,                0.79819,                 0.9856,                0.99668,                0.98744,                0.97668,                 0.2167,                0.17617,                0.75983,             0.00021324,             0.00021324,             0.00021324
                     75,                0.23535,                0.22578,                0.80064,                 0.9867,                0.99632,                0.98739,                0.97577,                0.22035,                0.17802,                0.76021,             0.00020563,             0.00020563,             0.00020563
                     76,                0.22798,                0.22257,                0.79873,                0.98401,                0.99947,                 0.9867,                0.97695,                0.21821,                0.17738,                0.75977,             0.00019802,             0.00019802,             0.00019802
                     77,                0.23553,                0.21825,                 0.7885,                0.97887,                0.99656,                0.98865,                0.97693,                0.21788,                0.19656,                0.75945,              0.0001904,              0.0001904,              0.0001904
                     78,                0.23421,                 0.2227,                0.79923,                0.97864,                0.99604,                0.98674,                0.97672,                0.21616,                0.18775,                0.75915,             0.00018279,             0.00018279,             0.00018279
                     79,                0.22727,                0.21821,                 0.8003,                0.98501,                 0.9998,                0.98603,                0.97463,                0.22074,                 0.1715,                0.75987,             0.00017518,             0.00017518,             0.00017518
                     80,                 0.2402,                0.22459,                 0.7952,                0.98591,                0.99631,                0.98795,                0.97773,                0.21355,                0.17247,                0.75953,             0.00016757,             0.00016757,             0.00016757
                     81,                0.22178,                0.21619,                0.79826,                0.98484,                      1,                0.98644,                0.97661,                0.21489,                0.17228,                0.76003,             0.00015995,             0.00015995,             0.00015995
                     82,                0.22622,                0.20904,                0.79688,                0.98516,                0.99992,                0.98672,                0.97694,                0.21623,                0.16764,                0.75966,             0.00015234,             0.00015234,             0.00015234
                     83,                0.23223,                 0.2145,                 0.7953,                0.98308,                      1,                0.98663,                0.97585,                 0.2189,                0.17033,                 0.7597,             0.00014473,             0.00014473,             0.00014473
                     84,                0.22813,                0.21069,                0.79335,                0.98506,                      1,                0.98576,                0.97479,                0.21572,                0.16616,                0.75961,             0.00013711,             0.00013711,             0.00013711
                     85,                0.22608,                0.20849,                0.79664,                0.98442,                      1,                 0.9858,                0.97282,                0.21958,                0.16574,                0.75936,              0.0001295,              0.0001295,              0.0001295
                     86,                 0.2235,                 0.2081,                0.80098,                0.98555,                0.99942,                0.98638,                 0.9727,                0.21572,                0.16625,                0.75913,             0.00012189,             0.00012189,             0.00012189
                     87,                0.23046,                0.21737,                0.78882,                0.98379,                0.99997,                 0.9868,                0.97587,                0.21863,                0.16697,                0.75968,             0.00011427,             0.00011427,             0.00011427
                     88,                  0.221,                0.20952,                0.79869,                0.98071,                0.99975,                0.98691,                0.97739,                0.21323,                0.17142,                0.75945,             0.00010666,             0.00010666,             0.00010666
                     89,                0.22143,                0.20244,                0.79386,                0.98379,                0.99991,                0.98541,                0.97691,                0.21178,                0.16534,                0.75984,             9.9047e-05,             9.9047e-05,             9.9047e-05
                     90,                0.21143,                0.21218,                0.77746,                0.98558,                0.99987,                0.98651,                0.97099,                 0.2211,                0.17491,                0.76075,             9.1434e-05,             9.1434e-05,             9.1434e-05
                     91,                0.20528,                0.20547,                0.77684,                0.98429,                0.99631,                0.98487,                0.97074,                0.21655,                0.17184,                0.75952,             8.3821e-05,             8.3821e-05,             8.3821e-05
                     92,                 0.2046,                0.19606,                0.77086,                0.98172,                0.99928,                0.98533,                 0.9744,                0.21498,                0.16656,                0.75928,             7.6208e-05,             7.6208e-05,             7.6208e-05
                     93,                0.20135,                0.19291,                0.78163,                0.98317,                0.99991,                0.98602,                0.97411,                0.21485,                0.16581,                 0.7597,             6.8595e-05,             6.8595e-05,             6.8595e-05
                     94,                 0.2033,                0.19038,                0.77446,                0.98359,                0.99894,                0.98626,                0.97435,                0.21496,                 0.1613,                0.75962,             6.0982e-05,             6.0982e-05,             6.0982e-05
                     95,                0.19985,                0.18441,                0.78095,                0.98527,                0.99662,                 0.9861,                0.97372,                0.21735,                0.15953,                0.75954,             5.3369e-05,             5.3369e-05,             5.3369e-05
                     96,                0.19948,                0.18403,                0.76349,                0.98336,                0.99914,                0.98594,                0.97445,                0.22041,                0.15923,                0.75996,             4.5756e-05,             4.5756e-05,             4.5756e-05
                     97,                0.19546,                0.17534,                0.76816,                0.98297,                0.99934,                0.98569,                0.97321,                0.21588,                0.15809,                0.75969,             3.8142e-05,             3.8142e-05,             3.8142e-05
                     98,                0.19625,                0.18258,                0.77585,                0.98623,                 0.9963,                0.98539,                0.97465,                 0.2142,                0.15828,                0.75961,             3.0529e-05,             3.0529e-05,             3.0529e-05
                     99,                0.19919,                0.17568,                0.77067,                0.98623,                0.99627,                 0.9853,                0.97227,                0.21511,                0.15631,                0.75938,             2.2916e-05,             2.2916e-05,             2.2916e-05
