                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     10,                  1.335,                 1.0162,                 1.2687,                0.88582,                0.85403,                0.92745,                0.60708,                 1.1319,                0.85286,                 1.1772,              0.0009109,              0.0009109,              0.0009109
                     11,                 1.2821,                0.96482,                 1.2325,                0.86108,                0.89096,                0.93644,                 0.6324,                 1.0849,                0.80061,                 1.1487,               0.000901,               0.000901,               0.000901
                     12,                 1.2112,                0.93401,                 1.2048,                0.89258,                0.89119,                0.94654,                0.64832,                 1.0647,                0.77196,                 1.1415,              0.0008911,              0.0008911,              0.0008911
                     13,                 1.1689,                    0.9,                 1.1845,                0.88801,                0.89514,                0.95021,                0.64723,                  1.054,                0.76744,                 1.1248,              0.0008812,              0.0008812,              0.0008812
                     14,                 1.1406,                0.86445,                 1.1663,                0.90485,                 0.9122,                0.95638,                0.66927,                 1.0056,                0.74568,                    1.1,              0.0008713,              0.0008713,              0.0008713
                     15,                 1.1247,                0.85594,                 1.1386,                0.88922,                0.86975,                0.95495,                 0.6565,                 1.0071,                0.75571,                 1.0965,              0.0008614,              0.0008614,              0.0008614
                     16,                 1.0949,                0.82109,                 1.1199,                0.90028,                0.91037,                0.95589,                0.68495,                0.95793,                 0.7169,                  1.052,              0.0008515,              0.0008515,              0.0008515
                     17,                   1.06,                0.79456,                 1.1003,                 0.9225,                0.91019,                0.95942,                 0.6935,                0.92922,                0.67831,                 1.0553,              0.0008416,              0.0008416,              0.0008416
                     18,                 1.0697,                0.82056,                 1.1154,                0.88869,                0.91715,                0.95381,                0.68132,                 0.9577,                 0.7208,                  1.048,              0.0008317,              0.0008317,              0.0008317
                     19,                 1.0209,                0.76696,                 1.0882,                0.88437,                0.92064,                0.96644,                0.71147,                0.90391,                0.67554,                 1.0358,              0.0008218,              0.0008218,              0.0008218
                     20,                 1.0191,                0.76384,                 1.0819,                 0.9154,                 0.9303,                0.96054,                0.70894,                0.90653,                0.65278,                 1.0293,              0.0008119,              0.0008119,              0.0008119
                     21,                 1.0102,                0.74493,                  1.067,                0.89409,                0.94819,                0.96229,                0.71269,                0.89435,                0.62231,                 1.0211,               0.000802,               0.000802,               0.000802
                     22,                0.97309,                0.73553,                 1.0601,                0.88966,                0.90791,                0.96263,                0.71558,                0.85325,                0.67445,                0.98956,              0.0007921,              0.0007921,              0.0007921
                     23,                0.97166,                0.72368,                 1.0442,                0.90488,                0.94038,                0.96668,                0.73626,                0.84139,                0.60594,                0.99172,              0.0007822,              0.0007822,              0.0007822
                     24,                0.94044,                0.69772,                 1.0351,                 0.9074,                0.91763,                0.96677,                0.72569,                0.84453,                0.66332,                0.98765,              0.0007723,              0.0007723,              0.0007723
                     25,                0.95024,                0.70931,                 1.0345,                0.90266,                0.94327,                0.97078,                0.73646,                0.83727,                 0.6019,                0.98678,              0.0007624,              0.0007624,              0.0007624
                     26,                0.92849,                0.67109,                 1.0316,                0.90836,                0.95102,                0.97126,                0.74027,                0.82511,                0.58887,                0.97719,              0.0007525,              0.0007525,              0.0007525
                     27,                0.92876,                0.68101,                 1.0095,                0.91559,                0.92853,                0.97017,                0.74085,                0.80074,                0.55443,                0.97016,              0.0007426,              0.0007426,              0.0007426
                     28,                0.96877,                 0.6817,                  1.022,                0.91461,                0.95622,                0.97154,                0.74429,                0.83372,                0.57022,                 0.9813,              0.0007327,              0.0007327,              0.0007327
                     29,                0.94406,                0.67038,                 1.0217,                0.89224,                0.95526,                0.97274,                0.75009,                 0.7919,                0.56523,                0.96329,              0.0007228,              0.0007228,              0.0007228
                     30,                0.91795,                0.67555,                 1.0229,                0.90954,                0.95129,                0.97121,                0.73112,                0.83541,                0.57323,                0.97607,              0.0007129,              0.0007129,              0.0007129
                     31,                0.89527,                0.66234,                 1.0083,                0.92026,                0.95206,                0.97274,                0.74374,                0.82568,                0.56094,                0.96953,               0.000703,               0.000703,               0.000703
                     32,                0.88841,                0.64721,                  1.004,                0.89724,                 0.9443,                0.97711,                0.74413,                0.82802,                0.57834,                0.97084,              0.0006931,              0.0006931,              0.0006931
                     33,                0.85815,                0.63231,                0.99082,                0.90771,                0.95353,                0.97179,                0.75836,                0.77987,                0.56479,                0.95409,              0.0006832,              0.0006832,              0.0006832
                     34,                0.88192,                0.63822,                0.99842,                0.92015,                0.94162,                0.97048,                0.75689,                0.77353,                 0.5549,                0.95181,              0.0006733,              0.0006733,              0.0006733
                     35,                0.87588,                0.61708,                0.98951,                0.92565,                0.94682,                0.97209,                0.76117,                0.77461,                0.54868,                0.95181,              0.0006634,              0.0006634,              0.0006634
                     36,                0.85699,                0.61427,                0.99465,                0.91509,                 0.9571,                0.97766,                0.76399,                0.77241,                0.52176,                0.95115,              0.0006535,              0.0006535,              0.0006535
                     37,                0.84365,                0.59437,                0.98488,                0.93374,                0.95404,                0.97784,                0.77124,                0.75058,                0.51809,                0.94011,              0.0006436,              0.0006436,              0.0006436
                     38,                0.86557,                0.60647,                0.98989,                0.92976,                0.94674,                0.98095,                0.76076,                0.78155,                 0.5263,                0.94264,              0.0006337,              0.0006337,              0.0006337
                     39,                 0.8515,                0.59863,                0.97737,                0.92886,                0.94875,                0.97972,                0.76974,                0.75613,                0.52038,                0.93887,              0.0006238,              0.0006238,              0.0006238
                     40,                0.83821,                0.58865,                0.97294,                0.93469,                0.95485,                0.97764,                0.78001,                0.72316,                0.49912,                0.93031,              0.0006139,              0.0006139,              0.0006139
                     41,                0.83733,                0.58505,                0.96806,                 0.9263,                0.94116,                0.97698,                0.76868,                0.73893,                0.51629,                0.93338,               0.000604,               0.000604,               0.000604
                     42,                0.82021,                0.57517,                0.96709,                0.91657,                0.95622,                  0.977,                0.77135,                0.74574,                0.51532,                0.93042,              0.0005941,              0.0005941,              0.0005941
                     43,                 0.8122,                0.56244,                0.95795,                0.91787,                0.96244,                0.98078,                0.78007,                0.74599,                0.49292,                0.93718,              0.0005842,              0.0005842,              0.0005842
                     44,                0.82573,                0.58476,                 0.9708,                0.93408,                 0.9551,                 0.9784,                0.78104,                0.71568,                0.50255,                0.93008,              0.0005743,              0.0005743,              0.0005743
                     45,                0.81433,                0.57589,                0.96883,                0.93351,                0.95714,                0.98083,                0.77503,                0.73497,                0.50907,                0.92971,              0.0005644,              0.0005644,              0.0005644
                     46,                0.81666,                0.58391,                0.96892,                0.93477,                0.96144,                0.98167,                0.78736,                0.72265,                0.49205,                0.91591,              0.0005545,              0.0005545,              0.0005545
                     47,                0.81551,                0.56257,                0.95558,                0.92839,                 0.9622,                 0.9791,                0.78344,                0.73646,                 0.4935,                0.92614,              0.0005446,              0.0005446,              0.0005446
                     48,                0.78964,                0.55088,                0.94799,                0.90832,                0.96795,                0.97961,                0.77548,                0.74114,                0.49937,                 0.9276,              0.0005347,              0.0005347,              0.0005347
                     49,                0.78734,                0.53868,                0.94687,                 0.9269,                0.96712,                0.97922,                0.78427,                 0.7233,                0.48003,                0.92037,              0.0005248,              0.0005248,              0.0005248
                     50,                0.80061,                0.54887,                0.96262,                0.92498,                0.95793,                0.97939,                0.78344,                0.72379,                0.48228,                0.92156,              0.0005149,              0.0005149,              0.0005149
                     51,                0.76816,                0.54017,                0.94844,                0.94001,                0.95668,                0.98118,                0.79122,                0.70835,                0.46857,                0.91771,               0.000505,               0.000505,               0.000505
                     52,                0.78675,                0.54558,                0.95073,                0.93515,                0.96315,                0.98069,                0.79411,                0.69624,                0.47402,                0.91358,              0.0004951,              0.0004951,              0.0004951
                     53,                0.77212,                0.53705,                0.94699,                0.93623,                0.94797,                0.97786,                0.79137,                0.71658,                0.50105,                0.92087,              0.0004852,              0.0004852,              0.0004852
                     54,                0.78777,                 0.5416,                 0.9467,                0.93281,                0.95073,                0.98139,                0.79688,                0.68725,                0.46905,                0.90942,              0.0004753,              0.0004753,              0.0004753
                     55,                0.77516,                0.54662,                0.93996,                0.92573,                0.97079,                0.98169,                0.79642,                0.68816,                0.46781,                0.90726,              0.0004654,              0.0004654,              0.0004654
                     56,                0.76211,                0.52835,                0.93616,                0.94946,                0.95906,                0.98405,                0.79929,                0.69587,                0.46298,                0.91134,              0.0004555,              0.0004555,              0.0004555
                     57,                0.76081,                0.53525,                0.94584,                0.94189,                0.95808,                0.98397,                0.79885,                0.69497,                0.45092,                0.91411,              0.0004456,              0.0004456,              0.0004456
                     58,                0.74162,                0.52144,                0.93867,                0.94268,                0.96072,                0.98215,                0.80277,                0.68158,                0.44815,                0.90664,              0.0004357,              0.0004357,              0.0004357
                     59,                0.77279,                0.53287,                0.94135,                0.93975,                0.96976,                0.98376,                0.79631,                 0.7044,                0.44931,                0.91297,              0.0004258,              0.0004258,              0.0004258
                     60,                0.76096,                0.52847,                 0.9429,                0.93396,                0.97062,                0.98416,                0.80465,                 0.6741,                0.44927,                0.90603,              0.0004159,              0.0004159,              0.0004159
                     61,                0.75326,                0.51005,                0.93209,                 0.9562,                0.94885,                0.98023,                  0.808,                0.66783,                0.43981,                0.90374,               0.000406,               0.000406,               0.000406
                     62,                0.75313,                0.51686,                0.92972,                0.94646,                0.95498,                0.98199,                0.80212,                0.68103,                0.45781,                0.90381,              0.0003961,              0.0003961,              0.0003961
                     63,                 0.7316,                0.50642,                0.93782,                0.93698,                0.95864,                0.98479,                0.80439,                0.68065,                0.45655,                0.90689,              0.0003862,              0.0003862,              0.0003862
                     64,                0.73679,                0.50153,                0.92523,                0.94845,                0.95858,                0.98364,                0.81111,                0.65912,                0.44243,                0.89757,              0.0003763,              0.0003763,              0.0003763
                     65,                0.73836,                 0.5022,                0.92704,                0.94153,                0.96416,                0.98368,                0.79708,                 0.7005,                 0.4553,                0.91375,              0.0003664,              0.0003664,              0.0003664
                     66,                0.74721,                0.51105,                0.93134,                0.94809,                0.96256,                0.98304,                0.80904,                0.66119,                0.43754,                 0.8979,              0.0003565,              0.0003565,              0.0003565
                     67,                0.74625,                0.50137,                0.92777,                0.94437,                0.96433,                0.97955,                 0.8036,                0.69085,                0.44707,                0.90551,              0.0003466,              0.0003466,              0.0003466
                     68,                0.73637,                 0.4946,                0.92585,                0.94228,                 0.9667,                0.98235,                0.79934,                0.68269,                 0.4338,                0.90324,              0.0003367,              0.0003367,              0.0003367
                     69,                0.74162,                0.49536,                0.92465,                0.94637,                0.96303,                 0.9817,                0.81319,                0.65457,                0.42747,                0.89492,              0.0003268,              0.0003268,              0.0003268
                     70,                0.73372,                0.48972,                0.92207,                0.95043,                0.95886,                0.98256,                0.80574,                0.67217,                0.42932,                0.89945,              0.0003169,              0.0003169,              0.0003169
                     71,                0.73323,                0.49293,                0.93202,                0.95195,                0.96114,                0.98365,                0.81968,                0.64737,                0.42242,                0.89213,               0.000307,               0.000307,               0.000307
                     72,                0.72257,                0.48977,                0.92565,                0.94683,                0.97479,                0.98508,                0.80881,                0.67819,                0.42544,                0.89918,              0.0002971,              0.0002971,              0.0002971
                     73,                0.72416,                 0.4883,                 0.9223,                0.94426,                 0.9664,                 0.9842,                0.81096,                0.65832,                0.43241,                0.89369,              0.0002872,              0.0002872,              0.0002872
                     74,                0.72224,                0.48386,                 0.9172,                0.94983,                0.95795,                 0.9842,                0.81714,                0.64877,                 0.4247,                0.89262,              0.0002773,              0.0002773,              0.0002773
                     75,                0.70652,                 0.4771,                0.91223,                0.95371,                0.95208,                0.98333,                0.81258,                0.67052,                0.42343,                0.89494,              0.0002674,              0.0002674,              0.0002674
                     76,                0.71468,                0.48715,                0.92682,                0.95775,                 0.9487,                0.98381,                0.81768,                0.64231,                 0.4213,                0.89207,              0.0002575,              0.0002575,              0.0002575
                     77,                0.71043,                0.48093,                0.92216,                 0.9302,                0.97769,                0.98426,                0.81178,                0.66617,                0.42088,                0.89729,              0.0002476,              0.0002476,              0.0002476
                     78,                0.71005,                0.48221,                 0.9223,                0.94613,                0.96971,                0.98513,                0.82127,                0.64473,                0.41977,                0.89352,              0.0002377,              0.0002377,              0.0002377
                     79,                0.70294,                 0.4807,                0.91246,                0.94644,                0.96865,                0.98578,                0.82147,                0.65537,                0.41901,                0.89476,              0.0002278,              0.0002278,              0.0002278
                     80,                0.70638,                 0.4833,                0.92335,                0.94851,                0.96735,                0.98488,                0.82127,                0.64688,                0.41898,                0.89152,              0.0002179,              0.0002179,              0.0002179
                     81,                0.70974,                0.47374,                0.91207,                0.94825,                0.97113,                0.98361,                0.81675,                0.64978,                0.41409,                0.89341,               0.000208,               0.000208,               0.000208
                     82,                 0.7065,                0.47184,                0.92139,                 0.9577,                0.96546,                0.98453,                0.82097,                0.64924,                0.41508,                0.89232,              0.0001981,              0.0001981,              0.0001981
                     83,                0.70119,                0.46728,                0.91191,                0.94187,                0.97694,                0.98528,                0.82381,                0.63113,                0.40996,                0.88729,              0.0001882,              0.0001882,              0.0001882
                     84,                 0.7036,                0.47207,                0.91568,                0.95468,                0.97205,                0.98496,                0.82157,                0.64748,                0.41389,                0.89026,              0.0001783,              0.0001783,              0.0001783
                     85,                0.69041,                0.46139,                0.91138,                0.94885,                0.97478,                0.98546,                0.82197,                0.64307,                0.40745,                0.89007,              0.0001684,              0.0001684,              0.0001684
                     86,                 0.6981,                0.46584,                0.90641,                0.93977,                0.98019,                0.98504,                 0.8223,                0.63887,                0.40947,                0.88845,              0.0001585,              0.0001585,              0.0001585
                     87,                0.68571,                0.45515,                0.91505,                0.95421,                0.96858,                0.98431,                0.82618,                 0.6342,                0.40527,                 0.8874,              0.0001486,              0.0001486,              0.0001486
                     88,                0.67724,                0.45882,                0.91432,                0.94346,                0.97601,                0.98527,                0.81732,                0.65209,                0.40633,                0.89022,              0.0001387,              0.0001387,              0.0001387
                     89,                0.69421,                0.46068,                0.90823,                0.94489,                 0.9764,                  0.985,                0.82253,                0.64045,                0.40623,                0.88874,              0.0001288,              0.0001288,              0.0001288
                     90,                0.67468,                0.46844,                0.90238,                0.94262,                 0.9746,                0.98337,                0.81627,                0.66173,                0.42593,                0.88688,              0.0001189,              0.0001189,              0.0001189
                     91,                0.66877,                0.45285,                0.90601,                0.94928,                0.96647,                0.98404,                0.81311,                0.66106,                0.42236,                 0.8846,               0.000109,               0.000109,               0.000109
                     92,                0.64419,                0.44454,                0.89587,                 0.9347,                0.98011,                0.98421,                0.82083,                0.63994,                0.41076,                0.87997,               9.91e-05,               9.91e-05,               9.91e-05
                     93,                0.64499,                0.43384,                0.89901,                0.95061,                0.97116,                0.98518,                0.82144,                0.64192,                0.40835,                0.88155,               8.92e-05,               8.92e-05,               8.92e-05
                     94,                0.63832,                0.43035,                0.89621,                0.95427,                0.96756,                 0.9849,                0.82228,                0.64001,                0.40682,                0.87999,               7.93e-05,               7.93e-05,               7.93e-05
                     95,                0.63347,                 0.4305,                0.89243,                0.95516,                0.96559,                0.98477,                0.82437,                0.63524,                0.40354,                0.88015,               6.94e-05,               6.94e-05,               6.94e-05
                     96,                0.62493,                0.42045,                0.89181,                 0.9492,                0.97363,                0.98523,                0.82748,                0.62824,                0.40235,                0.87894,               5.95e-05,               5.95e-05,               5.95e-05
                     97,                0.62919,                 0.4261,                0.89625,                0.95643,                0.97211,                0.98573,                0.82602,                0.63544,                0.40228,                0.87952,               4.96e-05,               4.96e-05,               4.96e-05
                     98,                0.63108,                0.42136,                0.88909,                0.95262,                0.97458,                 0.9855,                 0.8281,                0.62917,                0.39867,                0.87815,               3.97e-05,               3.97e-05,               3.97e-05
                     99,                0.62885,                0.42409,                0.88906,                0.95629,                0.97302,                 0.9859,                0.82795,                0.62972,                0.39682,                0.87855,               2.98e-05,               2.98e-05,               2.98e-05
